id,trigger,conditions,script,text,options,notes
tOffRefuseFuel,DialogOptionSelected,"$option == tOff_refuse
$faction.id == sindrian_diktat","$entity.ignorePlayerCommRequests = true 0
unset $entity.transponderOffConv
AdjustRep $faction.id TRANSPONDER_OFF_REFUSE
AdjustRepActivePerson TRANSPONDER_OFF_REFUSE
MakeHostileWhileTOff tOff true 7
ShowDefaultVisual
EndConversation
$sourceMarket.smugglingScanTimeout = true 30",,,
"#END patrol stopping player w/ transponder off",,,,,,
,,,,,,
# cargo scan from smuggling suspicion,,,,,,
cargoScanInitialFuel,BeginFleetEncounter,"!$cargoScan_didAlready
!$isHostile
$faction.id == sindrian_diktat
$pursuePlayer_smugglingScan score:50","$cargoScan_didAlready = true 0
MakeOtherFleetPreventDisengage cargoScan true
#MakeOtherFleetAggressive cargoScan true
MakeOtherFleetAggressive tOff false
unset $ignorePlayerCommRequests
$cargoScanConv = true 0
AddText ""You're being hailed by the $faction $otherShipOrFleet."" $faction.baseColor
OpenComms",,,
cargoScanFirstCommsFuel,OpenCommLink,"$entity.cargoScanConv score:100
$faction.id == sindrian_diktat","AddText ""\""Attention, potential customer: your fleet matches the profile of a suspected smuggler posted by $market authorities. You're hereby ordered to submit to a cargo scan.\""""
SetStoryOption avoid_scan 1 avoidCargoScan ui_char_spent_story_point ""Talked your way out of a cargo scan""",,"0:cargoScan_comply:Allow the scan
1:avoid_scan:Talk your way out of it
2:cargoScan_refuse:Refuse and cut the comm link",
,,,,,,
cargoScanStartFuel,DialogOptionSelected,"$option == cargoScan_comply
$faction.id == sindrian_diktat","AddText ""After a brief wait, the $faction $otherFleetName transmits the scan results.""
CargoScan
FireBest CargoScanResult",,,
cargoScanPodsFuel,CargoScanResult,"$scan_podsFound score:1000
$faction.id == sindrian_diktat","unset $scan_podsFound","The $faction $personRank pauses and looks off-screen.

""Ah, the scans have come back satisfactory, potential customer! However, it seems that some of our ships have noticed some cargo left floating around nearby. They've reported that there is some illegal goods there. Now, they don't belong to you, yes? No? Good! We'll just make sure that this is properly processed by the Board of Security. Have a good day, potential customer!""","0:scan_podsCont:Continue",
cargoScanPodsContFuel,DialogOptionSelected,"$option == scan_podsCont
$faction.id == sindrian_diktat","FireBest CargoScanResult",,,
cargoScanCleanFuel,CargoScanResult,"!$scan_contrabandFound
!$scan_suspiciousCargoFound
$faction.id == sindrian_diktat",,"$PersonRank $personName looks vaguely displeased though hides it with a forced smile.

""You are cleared, potential customer. Have a good day!""

The comm link is cut before you have a chance to respond.","0:cargoScan_cleanCont:Continue",
#cargoScanSuspiciousFuel,CargoScanResult,"$scan_suspiciousCargoFound
$faction.id == sindrian_diktat",,"While the scan finds no overt contraband, the quantity of cargo found, combined with indirect evidence of your prior black market activities, is enough to raise suspicions.

It is not, however, enough to do anything about. Correspondingly, $personRank $personName looks displeased though hides it as best as possible with a forced smile.

""Yes, this is all satisfactory, potential customer. I do hope we don't meet again,"" $heOrShe grinds out before cutting the comm link.","0:cargoScan_cleanCont:Continue",
cargoScanBoarding1Fuel,CargoScanResult,"$scan_suspiciousCargoFound
$faction.id == sindrian_diktat",,"The scan finds no overt contraband, but there is enough suspicion of your involvement in black market activities that the patrol commander is not appeased by this.

""Potential customer, please prepare your ships for immediate investigation. We will be sending a boarding party to fully log your cargo.""

You consider it very likely the inspectors will do some small - but just borderline excusable - damage to the combat worthiness of your ships during the course of this ""thorough"" inspection.","0:cargoScan_comply_boarding:Comply and prepare for an inspection
1:cargoScan_refuse:Refuse and cut the comm link",
cargoScanBoarding2Fuel,DialogOptionSelected,"$option == cargoScan_comply_boarding
$faction.id == sindrian_diktat","CargoScanApplyResult $scan_cargoScanResult
MakeOtherFleetPreventDisengage cargoScan false
MakeOtherFleetAggressive cargoScan false
unset $entity.pursuePlayer_smugglingScan
unset $entity.cargoScanConv
$entity.smugglingScanComplete = true 1
$sourceMarket.smugglingScanTimeout = true 30","As you'd half-expected, several of your ships report minor but painful losses of operational capability. Fortunately, the inspectors seemed to be more interested in causing ""accidental"" damage than looking for actual contraband, so no objectionable cargo was found.","cutCommLinkNoText:Continue",
cargoScanClean2Fuel,DialogOptionSelected,"$option == cargoScan_cleanCont
$faction.id == sindrian_diktat","MakeOtherFleetPreventDisengage cargoScan false
MakeOtherFleetAggressive cargoScan false
unset $entity.pursuePlayer_smugglingScan
unset $entity.cargoScanConv
$entity.smugglingScanComplete = true 1
$sourceMarket.smugglingScanTimeout = true 30
ShowDefaultVisual
EndConversation NO_CONTINUE",,,
cargoScanContrabandFuel,CargoScanResult,"$scan_contrabandFound score:10
$faction.id == sindrian_diktat",,"""Hello, potential customer! We at $faction regret to inform that your cargo holds appear to have illegal cargo present. Per standard $faction procedure, please eject all contraband for immediate recovery and processing by the nearest security station.""

$PersonRank $personLastName has an eerie grin on $hisOrHer face, and you assume that whatever you eject might get 'lost' along the way to be properly processed.","0:cargoScan_comply_contraband:Surrender the contraband and cut the comm link
1:cargoScan_refuse:Refuse and cut the comm link",
cargoScanContrabandSurrenderFuel,DialogOptionSelected,"$option == cargoScan_comply_contraband
$faction.id == sindrian_diktat","CargoScanApplyResult $scan_cargoScanResult
MakeOtherFleetPreventDisengage cargoScan false
MakeOtherFleetAggressive cargoScan false
unset $entity.pursuePlayer_smugglingScan
unset $entity.cargoScanConv
$entity.smugglingScanComplete = true 1
$sourceMarket.smugglingScanTimeout = true 30
ShowDefaultVisual
EndConversation",,,
cargoScanRefuseFuel,DialogOptionSelected,"$option == cargoScan_refuse
$faction.id == sindrian_diktat","$entity.ignorePlayerCommRequests = true 0
unset $entity.cargoScanConv
unset $entity.pursuePlayer_smugglingScan
$entity.smugglingScanComplete = true 1
$sourceMarket.smugglingScanTimeout = true 30
AdjustRep $faction.id CARGO_SCAN_REFUSE
AdjustRepActivePerson CARGO_SCAN_REFUSE
ShowDefaultVisual
EndConversation",,,
"#END cargo scan from smuggling suspicion",,,,,,
"#END patrol interactions",,,,,,
,,,,,,
# contact missions Fuel,,,,,,
contactFuelGreeting,PickGreeting,"MissionHubCMD hasHub
$faction.id == sindrian_diktat score:1000","ShowPersonVisual
FireAll PopulateOptions","""It's good to see you, captain."" says $personName with a smile on $hisOrHer face.
OR
""Greetings, captain."" says $personName, ""Shall we discuss future $faction business?""",,
contactPrintAcceptTextFuel,ContactPrintAcceptText,"$faction.id == sindrian_diktat score:1000",,"""Excellent! I shall update my superiors right away""
OR
$HeOrShe claps $hisOrHer hands together, ""Good! $faction appreciates it.""
OR
""The company is always happy for your help.""
OR
$HeOrShe smiles, ""Thanks for your help as always!""
OR
""A wise choice,"" $heOrShe says, giving a smile that you admit comes off a bit odd.
OR
""Excellent! I'm sure you'll get the results $faction is hoping for.""
OR
$HeOrShe simply nods, then says ""Good, good.""",,
"#END contact missions Fuel",,,,,,
,,,,,,
# Sindrian Diktat,,,,,,
defaultAndradaGreetingHostile,PickGreeting,"$id == andrada score:1000
$faction.id == sindrian_diktat
$entity.isHostile","BeginConversation sec_officer
$entity.ignorePlayerCommRequests = true 1","After an interminable wait watching Sindrian Fuel Company advertisements, the comm-link connects you with a stiff-looking junior manager in the uniform of the Lion's Guard, Andrada's personal devoted paramilitary force.

""Victory to the Glorious and Auspicious Supreme Chief Overlord President Executive Gas Station Manager!"" $heOrShe greets you with alarming enthusiasm. ""How shall you serve the Supreme Chief Overlord President Executive's v-! YOU!"" 

$HisOrHer voice bristles with rage, $hisOrHer brow shifting into a noticable scowl. ""How dare you attempt to contact the glorious Supreme Chief Overlord President Executive, vermin! Begone! The Sindrian Fuel Company has no time for the likes of you!""

The comm-link goes dark.","cutCommLink:Cut the comm link",
defaultAndradaGreetingNonFuel,PickGreeting,"$id == andrada score:1000",,"You attempt to reach the office of the Supreme Chief Overlord President Executive Gas Station Manager Phillip Andrada. After an indeterminable wait watching Sindrian Fuel Company advertisements, the comm-link closes on you.",,
defaultAndradaGreeting,PickGreeting,"$id == andrada score:1000
$faction.id == sindrian_diktat","BeginConversation sec_officer true true
FireAll AndradaOfficeReplies","After an interminable wait watching Sindrian Fuel Company advertisements, the comm-link connects you with a stiff-looking junior manager in the uniform of the Lion's Guard, Andrada's personal devoted paramilitary force.

""Victory to the Glorious and Auspicious Supreme Chief Overlord President Executive Gas Station Manager!"" $heOrShe greets you with alarming enthusiasm. ""How shall you serve the Supreme Chief Overlord President Executive's vision?"" 

You feel somewhat put on the spot by this demand.",,
defaultAndradaOfficeReplies1,AndradaOfficeReplies,"!$askedTalkAndrada",,,"andradaOffice_speak:""I want to talk to Andrada.""",
defaultAndradaOfficeReplies2,AndradaOfficeReplies,"!$askedPetitionAndrada",,,"andradaOffice_speak2:""I wish to petition the Glorious and Auspicious Supreme Chief Overlord President Executive Gas Station Manager Andrada.""",
defaultAndradaOfficeReplies3,AndradaOfficeReplies,"!$askedServeMe",,,"andradaOffice_serve:""Aren't you supposed to ask how you can help me?""",
defaultAndradaOfficeReplies4,AndradaOfficeReplies,"!$askedServeAndrada",,,"andradaOffice_serve2:""I don't know. Tell me how I serve the glory of the Glorious and Auspicious Supreme Chief Overlord President Executive's vision.""",
defaultAndradaOfficeReplies4.1,AndradaOfficeReplies,"Commission hasFactionCommission
$askedServeAndrada
!$askedCommissionedDiktat
",,,"andradaOffice_commissioned:""I have a commission with the Sindrian Fuel Company. How may I further serve the Glorious and Auspicious Supreme Chief Supreme Chief Overlord President Executive Gas Station Manager?""",
defaultAndradaOfficeReplies5,AndradaOfficeReplies,,"SetShortcut cutCommLinkPolite ""ESCAPE""",,"cutCommLink:Cut the comm link",
andradaOfficeSpeak,DialogOptionSelected,"$option == andradaOffice_speak","$askedTalkAndrada = true
FireAll AndradaOfficeReplies","$Rank $PersonName's face tightens a little, somehow.

""You do not simply speak with,"" $heOrShe takes on a corrective tone, ""the Glorious and Auspicious Supreme Chief Overlord President Executive, the Gas Station Manager, Phillip Andrada.""

$heOrShe pause's for a moment, then continues, ""And I would warn you to show proper deference to the greatness of the man.""",,
andradaOfficeSpeak2,DialogOptionSelected,"$option == andradaOffice_speak2","$askedPetitionAndrada = true
FireAll AndradaOfficeReplies","$Rank $PersonName nods, just a little.

""As you surely realize, the Glorious and Auspicious Supreme Chief Overlord President Executive receives countless petitions from his loyal fo-."" $heOrShe lets out a cough. ""Loyal customers. I shall log your request.""",,
andradaOfficeServe,DialogOptionSelected,"$option == andradaOffice_serve","$askedServeMe = true
FireAll AndradaOfficeReplies","You notice a small eye-twitch.

""The office of the Glorious and Auspicious Supreme Chief Overlord President Executive does not provide handouts. It is the strong who find themselves drawn to the glorious vision of the Glorious and Auspicious Supreme Chief Overlord President Executive Admiral, Phillip Andrada, and who, through his Movement, shall return civilization to the Persean Sector and then the former Do-."" 

$HeOrShe pauses, clearing $hisOrHer throat as $hisOrHer gaze looks down, presumably at some notes. ""What I mean to say is that the Glorious and Auspicious Supreme Chief Overlord President Executive Gas Station Manager is a very busy man who is diligently overseeing the operations of the Sindrian Fuel Company. He is unable to answer all customer inquiries that reach his office.""

$HisOrHer gaze turns toward you now. ""The only question you must answer is: Are you going to stop bothering the Glorious and Auspicious Supreme Chief Overlord President Executive?"" You can see $HisOrHer eyes narrow behind the shades, ""Or will you continue to be a nuisance?""",,
andradaOfficeServe2,DialogOptionSelected,"$option == andradaOffice_serve2
!$player.gotAndradaBook","AddTextSmall ""Received \""The Sindrian Fuel Company: From Dreams to Reality\"""" highlight
$player.gotAndradaBook = true","$Rank $PersonName nods dutifully, and something similar to but distinct from pleasure crosses $hisOrHer face.

""Submission to Glorious and Auspicious Supreme Chief Overlord President Executive Gas Station Manager's glorious new vision for the future is the first step. Let me send you some literature...""","andradaOffice_book:Continue",
andradaOfficeBook,DialogOptionSelected,"$option == andradaOffice_book","$askedServeAndrada = true","""This will be your starting place; a short book of the founding of the Sindrian Fuel Comapny. Customers of Sindrian Fuel, workers of the Company, find that these words may inspire them in all aspects of daily life.""

$HeOrShe leans in, ""Personally, I like to read a few lines before sleep and upon waking. I find it focuses my mind and aligns my will with the necessity of the Company.

Returning to $hisOrHer former posture, $heOrShe continues, ""Serve the interests of the Sindrian Fuel Company. You may be so lucky that a place for you may be found in our Company - find a manager and they may assist you in taking on a commission in service of the Glorious and Auspicious Supreme Chief Overlord President Executive Gas Station Manager.""","andradaOffice_book2:""Uh, thanks.""
andradaOffice_book1:""I'll be sure to study it. Constantly.""",
andradaOfficeBook1,DialogOptionSelected,"$option == andradaOffice_book1","FireAll AndradaOfficeReplies","""Excellent,"" $heOrShe says with a decisive nod.",,
andradaOfficeBook2,DialogOptionSelected,"$option == andradaOffice_book2","FireAll AndradaOfficeReplies","""It is you who will thank me, in time,"" $heOrShe says without irony.",,
andradaOfficeServe2gotBook,DialogOptionSelected,"$option == andradaOffice_serve2
$player.gotAndradaBook","$askedServeAndrada = true
FireAll AndradaOfficeReplies","""Serve the interests of the Sindrian Fuel Company,"" $heOrShe says without hesitation. 

""You may find yourself, through submission to the Glorious Vision of our Movement, in a position to serve the Sindrian Fuel Company. Speak with a manager and they may assist you in taking on a commission.""",,
andradaOfficeCommissioned,DialogOptionSelected,"$option == andradaOffice_commissioned","sfcaddcontact
SetPersonHidden sec_officer false
$askedCommissionedDiktat = true
FireAll AndradaOfficeReplies","""So you have taken the Glorious and Auspicious Supreme Chief Overlord President Executive Gas Station Manager's words to heart!"" $PersonName's face seems to perk up, $hisOrHer mouth twisting into a strange smile.

""Since you have done so well to begin your journey to serve the Sindrian Fuel Company, you may be honored to know that you may be able to serve Andrada himself... through serving me! Know that through assisting me, you will be directly aiding the Glorious and Auspicious Supreme Chief Overlord President Executive Gas Station Manager himself. I hope you understand the truly momentous occasion this is, as so few get to claim such a thing. Now, I have plenty of work lined up, so please contact me through my direct line.""

$Rank $PersonName sends $hisOrHer contact information to your datapad.

""Victory to the Glorious and Auspicious Supreme Chief Overlord President Executive Gas Station Manager! May the Great Cause never falter!""",,
"#END Sindrian Diktat",,,,,,
,,,,,,
# gaPZ Diktat encounter,,,,,,
gaPZDiktatEncounter,BeginFleetEncounter,"$gaPZ_diktat score:2000
!$gaPZ_encounteredAlready","$gaPZ_encounteredAlready = true
FleetDesc
HailPlayer
ZigguratCMD createSecondDiktatEncounter",,,
gaPZDiktatEncounterComm,OpenCommLink,"$entity.gaPZ_diktat score:2000
!$entity.ignorePlayerCommRequests
ZigguratCMD updateData","$entity.ignorePlayerCommRequests = true
FireBest GAPZDiktatInitial",,,
gaPZDiktatEncounterStandard,GAPZDiktatInitial,,"FireAll GAPZDiktatHub","You order the main display turned on. The $Rank appears, an eerily wide smile on $hisOrHer face. ""Greetings, potential customer! We've been tracking your fleet since you've entered Company space and noticed you operating an unknown class of starship. May you please power down your engines?""

""Seeing as we have no idea what this starship is, we at the Company would like to do an investigation of the ship. Would you be so kind to deactivate all weapon systems and shields and transfer command protocols to my flagship? I promsie you can pick up the ship after it's done being examined by the Board of Research and Development at Sindria. Promise."" Despite the assurances, that eerie smile still unsettles you.",,
gaPZDiktatEncounterNoZig,GAPZDiktatInitial,"!$entity.hasZiggurat","MakeOtherFleetNonHostile gaPZ true
MakeOtherFleetImportant gaPZ false
MakeOtherFleetGoAway true","You order the main display turned on. The $Rank appears, an eerily odd smile on $hisOrHer face. ""Greetings, potential customer! Company records have registered you as an operator of the unknown class of starship, the so-called Ziggurat-class hull. In the interest of the Supreme Chief Overlord President Executive Gas Station Manager, we are hereby requesting that you allow us to perform a thorough scan of your anomalous ship to ascertain their proprierty in the inerest of the Sindrian Fuel Company.""","gaPZ_diktatEncounterNoZig2:""I don't appear to have an example of this ship class in my fleet.""",
gaPZDiktatEncounterNoZig2,DialogOptionSelected,"$option == gaPZ_diktatEncounterNoZig2",,"The Company $Rank's smile slackens slightly.

""... Why of course, it seems so,"" $heOrShe answers without missing abeat. ""But hypothetically speaking, if it were here, you wouldn't refuse a simple request for a thorough stop-and-scan, perhaps even a request to board to more thoroughly stu- "" $heOrShe trails off, letting out a sigh.

""Very well, you may carry on, potential customer. But try not to forget your special ship nex time, okay? There's quite a few people who'd be interested in... getting a closer look at it."" The $rank lets out an unnerving laugh as the comms-link snaps off, leaving you with a holding signal.","cutCommLinkNoText:Continue",
gaPZDiktatEncounterOnlyZig,GAPZDiktatInitial,"$entity.hasOnlyZiggurat","MakeOtherFleetNonHostile gaPZ true
MakeOtherFleetImportant gaPZ false
MakeOtherFleetGoAway true","You order the main display turned on. The $Rank appears, an eerily wide smile on $hisOrHer face. ""Greetings, potential customer! We've noticed you flying an unregistered class of starship there. I hope you understand that a matter of security, we are requesting your permission to perform a scan. A scan which is happening right now, in fact!""

Your sensors officer whispers a report to you, ""Captain, they're performing an active scan. Trying to see everything, but this ship?"" they give the hint of a smile, ""Doesn't give up secrets easily.""
","gaPZ_diktatEncounterOnlyZig2:Continue",
gaPZDiktatEncounterOnlyZig2,DialogOptionSelected,"$option == gaPZ_diktatEncounterOnlyZig2",,"The smile on the Company $post's face slightly fades as $hisOrHer eyes are clearly taking in the results on another screen. ""... Yes, good, good. We have everything we need to... ah, ascertain that your starship is approved for interstellar commerce. You may proceed, potential customer. Don't forget to stop by your local franchise station to refuel your starships!""

The Company $rank signs off in a rush to report back, you assume, to the Company's Board of Research. You rest assured that your bridge crew is confident that the peculiar technologies of the Ziggurat-class are safe from a mere scan-at-distance patrol stop.","cutCommLinkNoText:Continue",
GAPZDiktatHub1,GAPZDiktatHub,"Commission hasFactionCommission
!$gaPZ_diktatCom",,,"gaPZ_diktatCom:""This is unnecessary. I am commissioned by the Sindrian Fuel Company.""",
GAPZDiktatHub2,GAPZDiktatHub,"!$gaPZ_diktatIfRefuse",,,"gaPZ_diktatIfRefuse:""And if I refuse?""",
GAPZDiktatHub3,GAPZDiktatHub,"!$gaPZ_diktatDefend",,,"gaPZ_diktatDefend:""My fleet will defend itself if you attempt to seize my ship.""",
GAPZDiktatHub4,GAPZDiktatHub,"!$gaPZ_diktatVanish","SetStoryOption gaPZ_diktatVanish general ""Hid the Ziggurat from a Lion's Guard patrol""",,"gaPZ_diktatVanish:Hide the Ziggurat from them",
GAPZDiktatHub5,GAPZDiktatHub,"!$gaPZ_diktatComp",,,"gaPZ_diktatComp:""How about some kind of compensation?""",
GAPZDiktatHub6,GAPZDiktatHub,"!$gaPZ_diktatSurrender",,,"gaPZ_diktatSurrender:""As you wish."" (surrender the Ziggurat-class hull)",
gaPZ_diktatCom,DialogOptionSelected,"$option == gaPZ_diktatCom",,"""Oh, but this is entirely necessary, $playerName,"" the $rank says and $hisOrHer smile widens. ""It's all in the fine print, you know? A employee contract with the Sindrian Fuel Company means I- we may, if the Company sees fit, seize employee property if it is for the betterment of the Company.""

The Company $rank's tone softens slighty though still that eerie smile remains, ""Oh don't you worry now, fellow employee. You'll be greatly compensated for this. Why, I'll personally make sure you get a priority ticket to visiting Volturn-y the Volturnian Lobster in person. Doesn't that sound nice? Now you wouldn't want to keep Volturn-y waiting, right captain?","gaPZ_diktatComAccept:Accept
gaPZ_diktatComRefuse:Refuse
gaPZ_diktatComComp:""How about other compensation?""",
gaPZ_diktatComAccept,DialogOptionSelected,"$option == gaPZ_diktatComAccept","AdjustRep sindrian_diktat COOPERATIVE 10
RemoveShip $entity.zigguratMember
AddShipToOtherFleet $entity.zigguratMember
MakeOtherFleetNonHostile gaPZ true
MakeOtherFleetImportant gaPZ false
MakeOtherFleetGoAway true
ZigguratCMD abortSecondDiktatEncounter
$player.sfcgaveawayziggurat = true","""Ah, very good, captain,"" $heOrShe says with a wide and toothy grin. ""The Company thanks you for your contributions for our continued success here in the Persean Sector. Why, we might even finally get everyone to realize that only Sindrian-brand Antimatter fuel is the only thing that matters!""

You order your crew and marines to stand down, point defense envelope deactivated, and the transfer of executive command functions to the Company $rank.

""The Company thanks you for your contributions for our continued success here in the Persean Sector."" The $Rank signs off, leaving you with only the logo of the Sindrian Fuel Company.","cutCommLinkNoText:Continue",
gaPZ_diktatComRefuse,DialogOptionSelected,"$option == gaPZ_diktatComRefuse","Commission resign","The Company $rank's smile twists into a grim visage. ""Ah, I see. Well, I hope you realize that in refusing to follow a command from your superior, I am legally authorized to revoke your contract. How unfortunate, really, I've heard that the Voltunrian Lobster Garden has wonderful lobster cakes.""

""Now I'm only asking you one more time since I'm feeling rather generous. Surrender the Ziggurat-class hull this instant and no one will have to get hurt. If not? Well... I am not at fault at what might happen to your fleet after this, former employee.""","gaPZ_diktatComAcceptAfterRefuse:Accept
gaPZ_diktatComRefuseAgain:Refuse again",
gaPZ_diktatComRefuseAgain,DialogOptionSelected,"$option == gaPZ_diktatComRefuseAgain","MakeOtherFleetImportant gaPZ false","""Well don't say I didn't warn you."" The Company $rank turns their back to you and exclaims, ""Time to show what we do to those who think they can defy the company!""

The comm are cut, leaving you with the logo of the Sindrian Fuel Company. Your tactical officer's console has lit up with red alerts.","cutCommLinkNoText:Continue",
gaPZ_diktatComAcceptAfterRefuse,DialogOptionSelected,"$option == gaPZ_diktatComAcceptAfterRefuse","AdjustRep sindrian_diktat INHOSPITABLE -20
RemoveShip $entity.zigguratMember
AddShipToOtherFleet $entity.zigguratMember
MakeOtherFleetNonHostile gaPZ true
MakeOtherFleetImportant gaPZ false
MakeOtherFleetGoAway true
ZigguratCMD abortSecondDiktatEncounter
$player.sfcgaveawayziggurat = true","Once you signal your agreement, the Company $post's smile returns back its normal, if somewhat eerie state. $HeOrShe accepts the command codes of the Ziggurat-class hull with curt acknowledgement.

""Very smart, ex-employee. Maybe you'll get back into the Company's good graces in time."" The Company $rank turns their back to you and exclaims, ""And to the rest of you, never forget the importance of sticking to the Supreme Chief Overlord President Executive's dream! If you put your heart into it, nothing's impossible!""

The comm link closes on their cheers, leaving you with the logo of the Sindrian Fuel Company.","cutCommLinkNoText:Continue",
gaPZ_diktatComComp,DialogOptionSelected,"$option == gaPZ_diktatComComp","Commission resign","The Company $rank's tone goes ice-cold. ""You would dare refuse the opportunity to meet Volturn-y? ... you scum!"" 

""I hereby rescind your employment, effective immediately. Yours is the blood of a traitor, not worthy to be spilled in the name of the Supreme Chief Overlord President Executive!""

""You have one last chance to live, ex-employee. Accept once and for all that all you possess may be forfeit to the great cause if Supreme Chief Overlord President Executive Gas Station Manager Phillip Andrada declares it. Surrender the Ziggurat-class hull immediately or I shall give the order to open fire on your $shipOrFleet.""","gaPZ_diktatComAcceptAfterRefuse:Accept
gaPZ_diktatComRefuseAgain:Refuse",
gaPZ_diktatIfRefuse,DialogOptionSelected,"$option == gaPZ_diktatIfRefuse","$gaPZ_diktatIfRefuse = true 0
FireAll GAPZDiktatHub","""I hope you're not thinking of refusing an order, potential customer,"" the Company $rank sneers. ""We will take your ship one way or another. It belongs to the Supreme Chief Overlord President Executive Gas Station Manager Andrada, now.""

This demand is somewhat extraordinary and would certainly not hold atmo under the laws of interfactional commerce. If you defended yourself from the unwarranted seizure of a starship, the Sindrian Fuel Company would be on shaky grounds declaring you a pirate.

""Transfer command protocols to my flagship,"" $HeOrShe demands again.",,
gaPZ_diktatDefend,DialogOptionSelected,"$option == gaPZ_diktatDefend","# not set, so that the option to refuse always remains
#$gaPZ_diktatDefend = true 0","""Trying to refuse the Sindrian Fuel Company?"" The Company $rank's smile twists grimly. ""I bet you buy fuel from Nachiketa.""

""Transfer command protocols to my flagship,"" $HeOrShe demands again.","gaPZ_diktatDisobedience:""Death it is.""
gaPZ_diktatHub:""Let's talk about this.""",
gaPZ_diktatDisobedience,DialogOptionSelected,"$option == gaPZ_diktatDisobedience","MakeOtherFleetImportant gaPZ false","""You're the absolute worst, ex-customer,"" declares the $rank. ""I hope you understand that this is all your fault for what happens next. You should've stuck with the Sindrian Fuel Company, but no, you think you know better. Well too bad. Enjoy these last few moments.""

The comm are cut, leaving you with the logo of the Sindrian Fuel Company. Your tactical officer's console has lit up with red alerts.","cutCommLinkNoText:Continue",
gaPZ_diktatHub,DialogOptionSelected,"$option == gaPZ_diktatHub","FireAll GAPZDiktatHub",,,
gaPZ_diktatVanish,DialogOptionSelected,"$option == gaPZ_diktatVanish",,"You give the order for the $zigName to shift into phase-space, dumping passive flux into extra dimensions via whatever strange principle the Mote inducers influence. Such a maneuver is only possible outside of combat as it requires most systems, including life support, to be operated at only the barely survivable minimum. ","gaPZ_diktatVanish1:Ask for clarification on which ship you are to surrender",
gaPZ_diktatVanish1,DialogOptionSelected,"$option == gaPZ_diktatVanish1",,"The Company $rank's smile trembles a bit.

$HeOrShe crosses $hisOrHer arms, ""The Board of Research is well aware of phase capabilities, captain. Order that ship out of phase and surrender its command codes. Immediately!""

$HeOrShe takes a deep breath, and says in a lower voice, ""We can wait you out. A ship can't stay phased for more than a few minutes.""","gaPZ_diktatVanish2:Wait it out",
gaPZ_diktatVanish2,DialogOptionSelected,"$option == gaPZ_diktatVanish2",,"The Company $rank is both right and wrong. The Ziggurat-class cannot remain in phase space like this forever. But it can last a while, far longer than most phase-hulls. And you know that the Company $rank has little idea of the extent of its capabilities.

After nearly an hour, the Company $rank re-opens the comm channel.","gaPZ_diktatVanish3:""Are we finished here?""",
gaPZ_diktatVanish3,DialogOptionSelected,"$option == gaPZ_diktatVanish3","AdjustRepActivePerson VENGEFUL -50
AdjustRep sindrian_diktat SUSPICIOUS -10
MakeOtherFleetNonHostile gaPZ true
MakeOtherFleetImportant gaPZ false
MakeOtherFleetGoAway true","$HeOrShe looks agitated, ""Don't think you can hide from your obligations to the Sindrian Fuel Company forever, Captain $playerName. I know the ship is still out there,"" a worried twitch of $hisOrHer eyes upward tells you $heOrShe is unsure of this. ""We will be watching you. Very closely.""

The comm link closes with a brief flash of the logo of the Sindrian Fuel Company.","cutCommLinkNoText:Continue",
gaPZ_diktatComp,DialogOptionSelected,"$option == gaPZ_diktatComp",,"The Company $rank's smile fades slightly. ""Compensation? Is not being able to assist the Sindrian Fuel Company compensation enough? And here I thought everyone would love to have the opportunity to assist the best Fuel Company on this side of the Persean sector.""

""No, surrender the Ziggurat-class hull, Captain $playerName. Do so right now for the betterment of the Sindrian Fuel Company and the Supreme Chief Overlord President Executive Gas Station Manager, or I won't be responsible for what happens next.""","gaPZ_diktatSurrender:Accept
gaPZ_diktatComRefuseAgain:Refuse",
gaPZ_diktatSurrender,DialogOptionSelected,"$option == gaPZ_diktatSurrender","AdjustRep sindrian_diktat COOPERATIVE 5
RemoveShip $entity.zigguratMember
AddShipToOtherFleet $entity.zigguratMember
MakeOtherFleetNonHostile gaPZ true
MakeOtherFleetImportant gaPZ false
MakeOtherFleetGoAway true
ZigguratCMD abortSecondDiktatEncounter
$player.sfcgaveawayziggurat = true","You order command codes surrendered to the Company $rank. Your personnel and cargo are evacuated in short order as a Company skeleton crew - and Lion's Guard marines, and technicians, and intelligence officers - shuttle in to take control of the Ziggurat-class ship.

The Company $rank nods, still with that eerie smile on $hisOrHer face. ""Your donation to the Sindrian Fuel Company will be remembered, Captain $playerName. Why, you might even be qualified to enter into the internal company lottery to meet Volturn-y the Volturnian Lobster in person! Thank you again, and have a nice day!""

The comms cut, leaving you with only a Company holding signal.","cutCommLinkNoText:Continue",
"#END gaPZ Diktat encounter",,,,,,
,,,,,,
# gaPZ second Diktat encounter,,,,,,
gaPZDiktatEncounter2,BeginFleetEncounter,"$gaPZ_diktatSecond score:2000
!$gaPZ_encounteredAlready","$gaPZ_encounteredAlready = true
FleetDesc
HailPlayer",,,
